종목코드,종목명,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"225430","케이엠제약","벤처기업부","685","50","7.87","638","685","599","240290","159716665","19102629250","27887050"
"102370","케이옥션","기술성장기업부","3440","110","3.30","3245","3440","3245","53354","180503390","93668482400","27229210"
"068100","케이웨더","기술성장기업부","3000","110","3.81","2890","3040","2890","10725","31833070","29818842000","9939614"
"036030","케이티알파","우량기업부","3520","-10","-0.28","3525","3555","3500","16890","59569125","172547876160","49019283"
"064820","케이프","우량기업부","5740","-110","-1.88","5840","5860","5680","63047","363023480","177375918720","30901728"
"256940","케이피에스","벤처기업부","5210","10","0.19","5210","5280","5100","9015","47140660","97680508180","18748658"
"024880","케이피에프","우량기업부","3910","0","0.00","3875","3940","3855","34269","133754670","80869740180","20682798"
"042040","케이피엠테크","중견기업부","276","-2","-0.72","278","284","273","276847","76939992","48151213092","174460917"
"054410","케이피티유","중견기업부","3270","95","2.99","3175","3335","3175","3340","11053960","18725471880","5726444"
"258610","케일럼","중견기업부","1268","-62","-4.66","1330","1330","1261","32743","42011985","33966084644","26787133"
"274090","켄코아에어로스페이스","기술성장기업부","9770","390","4.16","9200","9840","9140","96201","925653300","126162218020","12913226"
"089010","켐트로닉스","우량기업부","15770","-210","-1.31","15810","15970","15660","43288","684498240","241822636420","15334346"
"220260","켐트로스","우량기업부","4885","435","9.78","4330","5350","4330","6047808","30444314960","129737329695","26558307"
"052400","코나아이","우량기업부","27650","1400","5.33","25600","28500","25200","442124","12077562500","411984972350","14899999"
"402030","코난테크놀로지","기술성장기업부","19470","670","3.56","18550","19510","18550","37731","722709280","223268097360","11467288"
"391710","코닉오토메이션","중견기업부","1440","57","4.12","1379","1440","1359","37999","53139959","60573723840","42065086"
"046070","코다코","관리종목(소속부없음)","10280","0","0.00","0","0","0","0","0","146172317160","14219097"
"047770","코데즈컴바인","중견기업부","1535","-11","-0.71","1568","1608","1535","828066","1289340102","58088394070","37842602"
"080530","코디","벤처기업부","1068","-37","-3.35","1105","1119","1063","84820","91205018","46244856036","43300427"
"104540","코렌텍","기술성장기업부","5110","-10","-0.20","5110","5200","5090","9224","47274350","65335131400","12785740"
"027050","코리아나","중견기업부","2325","40","1.75","2280","2340","2250","68013","156948960","93000000000","40000000"
"190650","코리아에셋투자증권","우량기업부","5480","-30","-0.54","5510","5590","5370","8011","43438170","35006240000","6388000"
"123410","코리아에프티","우량기업부","4375","65","1.51","4240","4390","4225","214569","931748400","121804655000","27841064"
"036690","코맥스","관리종목(소속부없음)","2885","0","0.00","0","0","0","0","0","45885746130","15904938"
"049430","코메론","우량기업부","10310","140","1.38","10180","10320","10110","52436","537162560","93284880000","9048000"
"183300","코미코","우량기업부","36600","-550","-1.48","37150","37150","36200","31937","1169426700","382861034400","10460684"
"041960","코미팜","벤처기업부","3860","60","1.58","3825","3880","3785","121646","466514955","272601819380","70622233"
"089890","코세스","우량기업부","6570","60","0.92","6330","6580","6330","15124","98441000","108963200340","16584962"
"360350","코셈","기술성장기업부","7820","50","0.64","7770","7970","7470","35487","272926330","44534665400","5694970"
"082660","코스나인","관리종목(소속부없음)","480","0","0.00","0","0","0","0","0","47827617120","99640869"
"222040","코스맥스엔비티","중견기업부","3085","75","2.49","3010","3085","2980","12822","38902200","63637380000","20628000"
"241710","코스메카코리아","우량기업부","55300","2300","4.34","53000","56000","52300","101277","5573358300","590604000000","10680000"
"355150","코스텍시스","벤처기업부","5080","360","7.63","4950","5150","4630","21727","106531845","39610538000","7797350"
"166480","코아스템켐온","벤처기업부","3880","-145","-3.60","4050","4345","3880","1338077","5447361235","127537058880","32870376"
"045970","코아시아","중견기업부","3955","55","1.41","3900","3990","3860","32149","125567000","104075334580","26314876"
"196450","코아시아씨엠","중견기업부","726","0","0.00","725","730","711","22884","16549610","32902016532","45319582"
"384470","코어라인소프트","기술성장기업부","6040","170","2.90","5860","6070","5750","27911","167156200","77505666560","12832064"
"029960","코엔텍","우량기업부","9000","-10","-0.11","9000","9010","9000","123767","1113928860","450000000000","50000000"
"102940","코오롱생명과학","중견기업부","23000","400","1.77","22600","23200","22150","8789","200373650","285737901000","12423387"
"950160","코오롱티슈진","외국기업(소속부없음)","23250","850","3.79","22400","23750","21950","235200","5421221900","1847594032500","79466410"
"033290","코웰패션","우량기업부","2100","-5","-0.24","2055","2145","2055","52767","110998990","117928232100","56156301"
"056360","코위버","우량기업부","8020","900","12.64","7230","8900","7040","9513901","75948118980","78570336000","9796800"
"282880","코윈테크","우량기업부","13070","40","0.31","13000","13170","12830","17393","226678940","145623417490","11141807"
"121850","코이즈","벤처기업부","1448","30","2.12","1418","1497","1360","1015962","1466676375","44329325400","30614175"
"448710","코츠테크놀로지","벤처기업부","14810","140","0.95","14290","15050","14200","28907","424475690","76724523090","5180589"
"126730","코칩","벤처기업부","9910","190","1.95","9510","10080","9510","7796","76721830","84269288600","8503460"
"015710","코콤","중견기업부","4475","110","2.52","4360","4505","4330","180975","812240345","78448987500","17530500"
"052330","코텍","우량기업부","7850","-140","-1.75","8080","8080","7700","13087","102434920","129738315900","16527174"
"322780","코퍼스코리아","중견기업부","764","4","0.53","761","775","754","56463","42926644","28980516332","37932613"
"200130","콜마비앤에이치","우량기업부","11550","240","2.12","11350","12100","11250","64131","743952880","339749694900","29415558"
"294570","쿠콘","벤처기업부","16280","400","2.52","15990","16280","15520","14868","237168590","166946271800","10254685"
"317690","퀀타매트릭스","기술성장기업부","6460","950","17.24","5620","7090","5600","3015800","20056406420","106831675060","16537411"
"078940","퀀타피아","관리종목(소속부없음)","2855","0","0.00","0","0","0","0","0","151584163690","53094278"
"227100","퀀텀온","투자주의환기종목(소속부없음)","612","52","9.29","577","634","560","729614","440600925","14770119384","24134182"
"432720","퀄리타스반도체","기술성장기업부","9380","120","1.30","9180","9530","8750","216636","1978303730","130655820960","13929192"
"365270","큐라클","기술성장기업부","6020","150","2.56","5870","6020","5760","40187","237507650","83521287360","13873968"
"348080","큐라티스","투자주의환기종목(소속부없음)","593","37","6.65","549","619","547","376050","223660730","34371978352","57962864"
"060280","큐렉소","중견기업부","6460","410","6.78","5910","6550","5910","183174","1164293440","265441335400","41089990"
"372320","큐로셀","기술성장기업부","31050","1000","3.33","30050","32500","29650","306334","9607194350","438580908450","14124989"
"051780","큐로홀딩스","투자주의환기종목(소속부없음)","1068","10","0.95","1053","1090","1043","36982","39183539","14569917660","13642245"
"115180","큐리언트","벤처기업부","4315","155","3.73","4090","4360","4090","35145","149873745","139342875365","32292671"
"445680","큐리옥스바이오시스템즈","기술성장기업부","18560","550","3.05","18000","18790","17950","71129","1314795360","299264372480","16124158"
"182360","큐브엔터","우량기업부","15500","10","0.06","15400","15750","15170","61812","955460560","225859133500","14571557"
"405100","큐알티","벤처기업부","11700","170","1.47","11320","11860","11270","14308","166730470","143784821700","12289301"
"066310","큐에스아이","중견기업부","10370","2390","29.95","8250","10370","8230","3272463","32730665380","96146709770","9271621"
"016600","큐캐피탈","중견기업부","265","-6","-2.21","265","273","259","3944840","1047402148","47235484680","178247112"
"355390","크라우드웍스","기술성장기업부","15160","480","3.27","14600","15190","14300","31261","465213380","67749554880","4468968"
"096240","크레버스","우량기업부","14600","-190","-1.28","14670","14770","14520","23135","338144490","162617428000","11138180"
"040350","크레오에스지","중견기업부","567","-1","-0.18","556","594","556","242984","137985267","105805218141","186605323"
"110790","크리스에프앤씨","우량기업부","6020","-170","-2.75","6190","6190","5960","11621","69918460","141054379200","23430960"
"900250","크리스탈신소재","외국기업(소속부없음)","824","2","0.24","811","835","811","207047","170841798","107647363296","130640004"
"045520","크린앤사이언스","중견기업부","4380","-10","-0.23","4385","4400","4305","13537","59123150","28470000000","6500000"
"036170","클라우드에어","중견기업부","888","-4","-0.45","883","893","880","47593","42178905","54492675888","61365626"
"214150","클래시스","우량기업부","47650","-700","-1.45","48150","48800","47200","120489","5781660500","3121344651350","65505659"
"466100","클로봇","기술성장기업부","8910","590","7.09","8100","9130","8030","22059662","194623763820","218786368680","24555148"
"352770","클리노믹스","기술성장기업부","520","16","3.17","495","521","495","162886","82668172","20220778760","38886113"
"237880","클리오","우량기업부","17200","-80","-0.46","17280","17440","17020","35769","615152180","310827271600","18071353"
"139670","키네마스터","중견기업부","2875","25","0.88","2850","2910","2815","35082","100161500","40591578750","14118810"
"487720","키움제10호스팩","SPAC(소속부없음)","1936","1","0.05","1933","1940","1933","63615","123098458","8189280000","4230000"
"489480","키움제11호스팩","SPAC(소속부없음)","1927","6","0.31","1921","1930","1921","28998","55843338","12718200000","6600000"
"413600","키움제6호스팩","SPAC(소속부없음)","2105","-35","-1.64","2135","2135","2095","22995","48432245","7220150000","3430000"
"433530","키움제7호스팩","SPAC(소속부없음)","2000","35","1.78","1965","2040","1965","10775","21327440","8210000000","4105000"
"446840","키움제8호스팩","SPAC(소속부없음)","2130","0","0.00","0","0","0","0","0","12524400000","5880000"
"054780","키이스트","중견기업부","5020","30","0.60","4960","5020","4900","25841","128359905","98129920860","19547793"
"219130","타이거일렉","중견기업부","12780","110","0.87","12680","12910","12500","10214","129164130","80696626200","6314290"
"336680","탑런토탈솔루션","중견기업부","9850","320","3.36","9350","9910","9340","35064","342830240","192791873150","19572779"
"360070","탑머티리얼","중견기업부","26150","150","0.58","25650","26850","25150","14456","379974550","211206829450","8076743"
"065130","탑엔지니어링","중견기업부","5450","50","0.93","5380","5780","5270","139241","780483490","93685401900","17189982"
"134580","탑코미디어","중견기업부","1580","53","3.47","1523","1585","1520","60252","93359311","34800711860","22025767"
"023160","태광","우량기업부","17660","100","0.57","17370","17920","17300","199177","3504361130","467990000000","26500000"
"323280","태성","중견기업부","24050","750","3.22","23150","24400","22850","195522","4603867300","622672056500","25890730"
"053620","태양","중견기업부","6250","-110","-1.73","6340","6340","6220","1616","10114900","53750000000","8600000"
"044490","태웅","우량기업부","11890","460","4.02","11300","12000","11300","72662","845092630","237887760090","20007381"
"124560","태웅로직스","우량기업부","2890","5","0.17","2860","2910","2860","57863","167141725","111023927760","38416584"
"191420","테고사이언스","벤처기업부","12490","-310","-2.42","12510","13040","12160","23029","286863250","101279336660","8108834"
"073640","테라사이언스","관리종목(소속부없음)","654","0","0.00","0","0","0","0","0","62514162216","95587404"
"066700","테라젠이텍스","우량기업부","3120","15","0.48","3110","3145","3085","50029","156160805","101320237200","32474435"
"095610","테스","우량기업부","15500","-50","-0.32","15490","15730","15230","31777","492078720","306407503000","19768226"
"064520","테크엘","중견기업부","1833","13","0.71","1801","1836","1800","8735","15866237","40969496646","22351062"
"089030","테크윙","우량기업부","38450","-950","-2.41","38500","39550","38150","552070","21395177400","1436247650250","37353645"
"054450","텔레칩스","우량기업부","12700","110","0.87","12300","12750","12150","88326","1102283750","192331759100","15144233"
"200230","텔콘RF제약","중견기업부","5870","-110","-1.84","6000","6480","5410","101834","597009910","70586885010","12025023"
"393210","토마토시스템","기술성장기업부","4245","25","0.59","4145","4540","4105","543206","2351809780","66283739280","15614544"
"475960","토모큐브","기술성장기업부","15350","830","5.72","14310","15450","14310","214820","3237750500","200280567900","13047594"
"215480","토박스코리아","중견기업부","2735","-50","-1.80","2755","2825","2620","8946","24670965","25709000000","9400000"
"051360","토비스","벤처기업부","19950","60","0.30","19890","20450","19840","52576","1055992860","322532807100","16167058"
"045340","토탈소프트","벤처기업부","9430","330","3.63","8880","9560","8750","216110","2000349230","80702317200","8558040"
"108230","톱텍","벤처기업부","4550","-205","-4.31","4705","4730","4545","84881","391574890","173005764750","38023245"
"079970","투비소프트","투자주의환기종목(소속부없음)","980","8","0.82","959","981","958","18774","18261015","9104690000","9290500"
"199800","툴젠","기술성장기업부","38250","1050","2.82","37200","38400","37000","10672","403513100","326893947750","8546247"
"417790","트루엔","벤처기업부","10000","60","0.60","9810","10070","9730","17053","169693170","109996500000","10999650"
"290090","트윔","벤처기업부","7000","-160","-2.23","7160","7200","7000","4454","31749840","52025876000","7432268"
"026150","특수건설","중견기업부","6320","190","3.10","6320","6370","6170","121751","766013680","110892811920","17546331"
"464280","티디에스팜","중견기업부","13240","290","2.24","12900","13540","12810","47795","635370070","73217200000","5530000"
"322180","티라유텍","벤처기업부","4585","125","2.80","4420","4590","4400","39498","177872460","95858498715","20906979"
"117730","티로보틱스","벤처기업부","7530","410","5.76","7050","7580","6950","149594","1105950480","136837885860","18172362"
"033830","티비씨","중견기업부","817","17","2.13","800","825","775","92534","74093351","81700000000","100000000"
"057680","티사이언티픽","벤처기업부","1012","-12","-1.17","1010","1016","982","276584","278129484","72103483012","71248501"
"204610","티쓰리","벤처기업부","1554","31","2.04","1507","1561","1500","297478","460068969","99334352880","63921720"
"064760","티씨케이","우량기업부","70900","800","1.14","70100","71100","68300","18004","1259200300","827757500000","11675000"
"246710","티앤알바이오팹","기술성장기업부","4335","265","6.51","4050","4360","3690","115417","484616315","93405499380","21546828"
"340570","티앤엘","우량기업부","66900","2200","3.40","65500","67200","64800","73463","4874047900","543763200000","8128000"
"043220","티에스넥스젠","중견기업부","383","1","0.26","383","402","378","438991","169460230","55237854429","144224163"
"277880","티에스아이","기술성장기업부","5030","60","1.21","4800","5090","4800","32653","163354900","101408984960","20160832"
"131290","티에스이","우량기업부","41250","350","0.86","40400","41400","40200","27036","1107180400","456283946250","11061429"
"425420","티에프이","벤처기업부","16160","-20","-0.12","16000","16330","15830","14972","240850130","183916960000","11381000"
"131100","티엔엔터테인먼트","중견기업부","1280","-4","-0.31","1284","1302","1263","55233","71026180","35901762560","28048252"
"356860","티엘비","우량기업부","13050","110","0.85","12940","13140","12580","45270","584658540","128315821500","9832630"
"321550","티움바이오","기술성장기업부","4315","155","3.73","4155","4430","4115","61588","265174375","112386306610","26045494"
"425040","티이엠씨","기술성장기업부","7830","50","0.64","7660","7900","7620","32378","250978840","166904765460","21316062"
"241790","티이엠씨씨엔에스","우량기업부","4630","25","0.54","4605","4650","4555","6323","29222635","46312195420","10002634"
"104480","티케이케미칼","우량기업부","1744","-55","-3.06","1791","1825","1730","1195621","2120157568","158521636896","90895434"
"081150","티플랙스","우량기업부","2925","40","1.39","2850","2950","2820","215875","630110530","70985075850","24268402"
"130740","티피씨글로벌","중견기업부","1930","27","1.42","1903","1950","1903","27006","52097686","21763990470","11276679"
"084730","팅크웨어","우량기업부","8900","110","1.25","8790","8900","8730","14106","124524260","98873873600","11109424"
"440110","파두","기술성장기업부","15000","480","3.31","14520","15250","14300","124510","1858862440","740207940000","49347196"
"033540","파라텍","중견기업부","1412","9","0.64","1409","1456","1403","251115","356823238","53304500956","37751063"
"388870","파로스아이바이오","기술성장기업부","7570","290","3.98","7040","7670","7040","51707","386524440","98000705240","12945932"
"043200","파루","벤처기업부","543","3","0.56","539","555","536","32161","17425200","22699743045","41804315"
"214450","파마리서치","우량기업부","262500","7000","2.74","254500","266500","253000","98520","25843737000","2758770000000","10509600"
"208340","파멥신","관리종목(소속부없음)","2915","0","0.00","0","0","0","0","0","233786229820","80201108"
"177830","파버나인","우량기업부","3025","60","2.02","2905","3050","2905","19568","58718010","40198477825","13288753"
"037070","파세코","우량기업부","4765","-15","-0.31","4780","4830","4730","11656","55703790","95300000000","20000000"
"150900","파수","벤처기업부","4900","75","1.55","4870","4930","4770","7351","35688865","57258567800","11685422"
"037030","파워넷","중견기업부","2280","60","2.70","2175","2305","2160","63314","141365235","49884060720","21878974"
"047310","파워로직스","중견기업부","6050","-20","-0.33","5930","6250","5930","277920","1697465670","221495067750","36610755"
"368770","파이버프로","벤처기업부","4870","170","3.62","4840","5110","4710","2417260","11873415395","160000075750","32854225"
"170790","파이오링크","우량기업부","8780","60","0.69","8720","8900","8650","6457","56157340","60198577400","6856330"
"049120","파인디앤씨","벤처기업부","1024","-3","-0.29","1027","1029","1001","14504","14824173","53261049856","52012744"
"038950","파인디지털","중견기업부","3385","-125","-3.56","3380","3620","3375","13516","46049605","34563439525","10210765"
"387570","파인메딕스","기술성장기업부","14410","-40","-0.28","14200","16790","13900","4528802","70564473950","81069219000","5625900"
"441270","파인엠텍","중견기업부","5280","-30","-0.56","5210","5310","5110","230010","1197499330","195296117280","36987901"
"106240","파인테크닉스","우량기업부","1071","26","2.49","1160","1199","1071","2264043","2545281083","17053594047","15923057"
"131760","파인텍","중견기업부","1026","203","24.67","828","1065","824","15204719","15257761132","44560804158","43431583"
"065690","파커스","투자주의환기종목(소속부없음)","997","27","2.78","964","1000","964","21260","20824517","14007183007","14049331"
"140860","파크시스템스","우량기업부","211500","4500","2.17","208000","213500","206000","14198","2990547000","1477872535500","6987577"
"091700","파트론","우량기업부","6930","-150","-2.12","7090","7090","6830","330764","2283948860","408303223020","58918214"
"032800","판타지오","중견기업부","578","-5","-0.86","583","583","577","98747","57261690","26563179524","45957058"
"318010","팜스빌","중견기업부","3745","50","1.35","3705","3880","3665","24814","93624590","29695370810","7929338"
"027710","팜스토리","우량기업부","1143","0","0.00","1128","1147","1127","73296","83518743","127349173800","111416600"
"225590","패션플랫폼","우량기업부","954","11","1.17","934","954","917","182541","174457653","25411424202","26636713"
"054300","팬스타엔터프라이즈","벤처기업부","489","16","3.38","475","492","475","133060","64495940","32756102655","66985895"
"068050","팬엔터테인먼트","우량기업부","2050","10","0.49","2025","2050","2000","17492","35566190","56772855800","27694076"
"222110","팬젠","기술성장기업부","5700","200","3.64","5500","5700","5400","21707","121095600","73519722900","12898197"
"271830","팸텍","벤처기업부","1571","12","0.77","1570","1580","1548","19853","31155559","46329107342","29490202"
"263750","펄어비스","우량기업부","27700","450","1.65","27250","27800","27000","145412","4007755850","1779665583500","64247855"
"251970","펌텍코리아","우량기업부","43500","2000","4.82","41550","44350","41000","68758","2993307500","539400000000","12400000"
"168360","펨트론","벤처기업부","5230","-10","-0.19","5130","5260","5010","238907","1230944870","111337725320","21288284"
"087010","펩트론","기술성장기업부","101800","2800","2.83","97400","102700","95800","635525","63492775400","2371670230000","23297350"
"064800","포니링크","중견기업부","1318","39","3.05","1279","1332","1259","258293","337530535","168450018764","127807298"
"119500","포메탈","중견기업부","3000","90","3.09","2870","3140","2870","298521","905384035","35541696000","11847232"
"389140","포바이포","벤처기업부","5030","265","5.56","4635","5060","4635","36932","182923295","55897057050","11112735"
"105760","포스뱅크","벤처기업부","5910","90","1.55","5770","5990","5770","13467","79432770","55929048600","9463460"
"009520","포스코엠텍","우량기업부","11950","210","1.79","11620","12080","11620","67704","807129340","497630300850","41642703"
"189690","포시에스","벤처기업부","1994","9","0.45","1985","2000","1980","19052","37903270","54480006186","27321969"
"318020","포인트모바일","중견기업부","2890","0","0.00","2895","2925","2775","3915","11240860","36593966080","12662272"
"256630","포인트엔지니어링","중견기업부","1150","-25","-2.13","1175","1215","1130","31729","36449020","66696632800","57997072"
"331380","포커스에이치엔에스","벤처기업부","1945","43","2.26","1902","1980","1874","61365","117854410","44201004140","22725452"
"472850","폰드그룹","중견기업부","5230","30","0.58","5150","5300","5130","38563","201719640","169158769590","32343933"
"039980","폴라리스AI","중견기업부","3000","10","0.33","2940","3040","2925","2608580","7820059850","216891732000","72297244"
"041910","폴라리스AI파마","중견기업부","5360","50","0.94","5310","5520","5280","20317","108717630","72368613520","13501607"
"234100","폴라리스세원","우량기업부","1094","-14","-1.26","1086","1125","1086","52490","58033617","59528055022","54413213"
"041020","폴라리스오피스","우량기업부","5410","110","2.08","5250","5470","5210","475070","2558602330","269014944180","49725498"
"114630","폴라리스우노","우량기업부","513","2","0.39","511","514","508","41831","21438909","39889622124","77757548"
"290720","푸드나무","중견기업부","2760","5","0.18","2710","2810","2710","10354","28583515","61520604240","22290074"
"005670","푸드웰","우량기업부","5020","-20","-0.40","5020","5020","4940","9772","48717730","50200000000","10000000"
"094940","푸른기술","벤처기업부","6950","230","3.42","6620","6950","6620","39451","268640120","58111632700","8361386"
"057880","푸른소나무","관리종목(소속부없음)","8790","0","0.00","0","0","0","0","0","216061434720","24580368"
"007330","푸른저축은행","우량기업부","8480","-40","-0.47","8690","8710","8420","138310","1180926200","127902144000","15082800"
"093380","풍강","우량기업부","2265","-80","-3.41","2345","2370","2265","13838","32021960","22376643945","9879313"
"023900","풍국주정","우량기업부","9260","-70","-0.75","9320","9320","9200","3196","29611520","116676000000","12600000"
"371950","풍원정밀","기술성장기업부","8850","220","2.55","8980","8980","8500","10799","93432860","186208318800","21040488"
"370090","퓨런티어","기술성장기업부","26450","550","2.12","25000","27200","24700","408405","10674649000","225270153500","8516830"
"445180","퓨릿","중견기업부","5290","20","0.38","5270","5400","5200","14840","78388690","88709004520","16769188"
"151910","퓨처코어","관리종목(소속부없음)","640","0","0.00","0","0","0","0","0","121645902080","190071722"
"220100","퓨쳐켐","기술성장기업부","17310","1840","11.89","15270","17390","15270","676255","11393258760","382588303050","22102155"
"035200","프럼파스트","벤처기업부","3410","55","1.64","3355","3420","3295","30610","102578745","33181311900","9730590"
"334970","프레스티지바이오로직스","기술성장기업부","5090","540","11.87","4485","5200","4485","260469","1286824040","394055772330","77417637"
"321260","프로이천","벤처기업부","2060","-15","-0.72","1986","2100","1986","53836","111872792","58075693040","28192084"
"053610","프로텍","우량기업부","21850","150","0.69","21300","22000","21250","12419","269222400","240350000000","11000000"
"303360","프로티아","기술성장기업부","2740","-90","-3.18","2830","2835","2710","11904","32815430","35283569100","12877215"
"377220","프롬바이오","기술성장기업부","1850","140","8.19","1698","1850","1650","110142","193443028","52373500000","28310000"
"335810","프리시젼바이오","기술성장기업부","2825","130","4.82","2690","2925","2690","12506","34816440","32811035950","11614526"
"053160","프리엠스","중견기업부","13610","450","3.42","12970","14180","12970","212187","2896824680","81660000000","6000000"
"405000","플라즈맵","투자주의환기종목(소속부없음)","1324","26","2.00","1300","1339","1275","4432","5838473","34525741456","26076844"
"041590","플래스크","관리종목(소속부없음)","789","0","0.00","0","0","0","0","0","103917099150","131707350"
"367000","플래티어","벤처기업부","3920","-20","-0.51","3900","3960","3900","2093","8205685","32881771440","8388207"
"075130","플랜티넷","벤처기업부","2425","65","2.75","2310","2440","2280","154955","368297810","40309126000","16622320"
"237820","플레이디","중견기업부","5530","-160","-2.81","5770","5900","5520","94656","531933360","70934084200","12827140"
"023770","플레이위드","중견기업부","3345","60","1.83","3285","3425","3220","18093","59877930","29325012900","8766820"
"019570","플루토스","중견기업부","268","-22","-7.59","290","291","268","201860","56532668","17503091256","65310042"
"300080","플리토","기술성장기업부","18050","450","2.56","17490","18390","17350","18738","334847490","99307796850","5501817"
"033790","피노","중견기업부","5080","-70","-1.36","4975","5200","4850","77732","393293635","115939824000","22822800"
"032580","피델릭스","중견기업부","1200","17","1.44","1163","1209","1162","147777","176113354","39758476800","33132064"
"051380","피씨디렉트","중견기업부","2465","5","0.20","2460","2485","2410","40422","99235785","37813277480","15340072"
"241820","피씨엘","벤처기업부","554","22","4.14","532","557","532","246563","137598576","32781269718","59171967"
"237750","피앤씨테크","벤처기업부","4085","115","2.90","3970","4095","3860","6329","25557880","26538611000","6496600"
"460940","피앤에스미캐닉스","기술성장기업부","10700","1040","10.77","9490","10900","9490","765721","7940094770","69247618000","6471740"
"319660","피에스케이","우량기업부","16500","0","0.00","16500","16650","16230","101032","1663999230","477950781000","28966714"
"031980","피에스케이홀딩스","우량기업부","38050","-300","-0.78","38150","40500","37850","312581","12142908700","820449129750","21562395"
"002230","피에스텍","중견기업부","3915","-40","-1.01","3975","3975","3895","2823","11072665","75836184795","19370673"
"043370","피에이치에이","우량기업부","10060","-120","-1.18","10320","10320","10010","11310","114752700","211260000000","21000000"
"239890","피엔에이치테크","기술성장기업부","7800","-40","-0.51","7790","7900","7560","26514","203573490","77498889000","9935755"
"347740","피엔케이피부임상연구센타","중견기업부","2105","10","0.48","2100","2135","2080","19854","41585590","63172262480","30010576"
"137400","피엔티","우량기업부","37850","500","1.34","36900","38250","36600","154309","5826099800","898675805100","23743086"
"257370","피엔티엠에스","중견기업부","3460","85","2.52","3375","3470","3350","30395","103861830","43266819060","12504861"
"147760","피엠티","벤처기업부","2840","30","1.07","2880","2880","2780","15255","42977810","30728419440","10819866"
"128660","피제이메탈","우량기업부","3015","5","0.17","3010","3045","2985","21620","65304245","74782157535","24803369"
"006140","피제이전자","우량기업부","4500","-55","-1.21","4550","4550","4495","5067","22862415","67500000000","15000000"
"376180","피코그램","벤처기업부","2330","50","2.19","2270","2345","2245","16470","37973975","43084910740","18491378"
"304840","피플바이오","기술성장기업부","3070","135","4.60","2910","3130","2910","104362","320854775","64744654480","21089464"
"087600","픽셀플러스","벤처기업부","6490","30","0.46","6540","6540","6390","3354","21588040","53000961420","8166558"
"291810","핀텔","기술성장기업부","1771","6","0.34","1765","1800","1734","2284","4058529","20114507952","11357712"
"378340","필에너지","중견기업부","13050","450","3.57","12470","13140","12350","93637","1207655130","277780760100","21285882"
"161580","필옵틱스","중견기업부","18250","-80","-0.44","18280","18400","17970","271138","4948097170","416888035000","22843180"
"347770","핌스","중견기업부","1640","14","0.86","1609","1680","1609","9972","16328412","37485548880","22857042"
"163730","핑거","벤처기업부","8500","250","3.03","8350","8610","8250","93397","793314400","79607668000","9365608"
"417180","핑거스토리","중견기업부","2860","190","7.12","2655","2870","2590","113942","308711265","48094357740","16816209"
"446750","하나26호스팩","SPAC(소속부없음)","2050","10","0.49","2040","2050","2035","3645","7450620","12361500000","6030000"
"448370","하나27호스팩","SPAC(소속부없음)","2055","20","0.98","2075","2075","2030","1238","2536125","11549100000","5620000"
"454750","하나28호스팩","SPAC(소속부없음)","1997","5","0.25","1980","1997","1980","20023","39646438","14382394000","7202000"
"454640","하나29호스팩","SPAC(소속부없음)","2070","30","1.47","2095","2095","2065","191","395735","11180070000","5401000"
"469880","하나30호스팩","SPAC(소속부없음)","1949","0","0.00","1960","1990","1945","3816","7431558","14237445000","7305000"
"469900","하나31호스팩","SPAC(소속부없음)","1998","6","0.30","1992","1998","1991","21456","42740865","11198790000","5605000"
"475240","하나32호스팩","SPAC(소속부없음)","2095","10","0.48","2085","2100","2065","5460","11405365","6704000000","3200000"
"475250","하나33호스팩","SPAC(소속부없음)","2045","10","0.49","2075","2075","2040","10601","21735575","7566500000","3700000"
"484130","하나34호스팩","SPAC(소속부없음)","2000","5","0.25","1991","2000","1991","5025","10035537","9040000000","4520000"
"435620","하나금융25호스팩","SPAC(소속부없음)","10370","10","0.10","10350","10370","10350","3125","32367030","44611740000","4302000"
"299030","하나기술","벤처기업부","17150","100","0.59","16930","17260","16600","10985","187692820","137112706500","7994910"
"067310","하나마이크론","우량기업부","9240","-30","-0.32","9180","9360","9060","172336","1594552940","612352808760","66271949"
"166090","하나머티리얼즈","우량기업부","22950","200","0.88","22800","23250","22400","42354","962378550","453897618300","19777674"
"136480","하림","우량기업부","2805","0","0.00","2800","2820","2790","120704","338842330","297918214110","106209702"
"003380","하림지주","우량기업부","5440","-60","-1.09","5490","5580","5420","99071","542119470","609310578240","112005621"
"450330","하스","기술성장기업부","7020","80","1.15","6700","7020","6700","10053","69595430","55008783180","7836009"
"101670","하이드로리튬","투자주의환기종목(소속부없음)","1870","45","2.47","1817","1880","1750","461650","844675845","101297843900","54169970"
"365590","하이딥","기술성장기업부","650","6","0.93","644","664","622","149227","95624119","93890750850","144447309"
"149980","하이로닉","벤처기업부","6300","270","4.48","5900","6380","5900","45654","283936300","117144486900","18594363"
"013030","하이록코리아","우량기업부","25150","-250","-0.98","25100","25550","25000","61799","1554547800","309230366300","12295442"
"126700","하이비젼시스템","우량기업부","17410","-230","-1.30","17460","17680","17360","79690","1393912380","260142169920","14942112"
"106080","하이소닉","중견기업부","2210","-25","-1.12","2235","2265","2170","344464","759179945","55549377650","25135465"
"450050","하이제8호스팩","SPAC(소속부없음)","2035","15","0.74","2020","2040","2005","17914","36389060","10203490000","5014000"
